what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468439656
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468445859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468446234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468446296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468462453
started,bundle,org.eclipse.wst.server.core,1.1.204.v20100908,"org.eclipse.wst.server.core",1301468466531
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1301468466609
started,bundle,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui",1301468466750
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1301468467156
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/ScheduleGenerator",1301468467156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468467203
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1301468467218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1301468467218
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468472921
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468476140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468477734
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468544750
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1301468547390
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468554312
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1301468555234
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1301468555625
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468555718
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1301468561875
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1301468561906
started,bundle,org.eclipse.pde.ui,3.6.1.v20100810_r361,"org.eclipse.pde.ui",1301468561906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468564812
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468564968
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468565234
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468565375
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1301468569734
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1301468570437
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301468573687
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468574671
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468574812
started,bundle,org.eclipse.pde.core,3.6.1.v20100902_r361,"org.eclipse.pde.core",1301468581171
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301468581265
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1301468609640
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1301468620281
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1301468622546
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301468624312
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468628484
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468628625
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301468634359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468641250
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468658890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468698109
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468719265
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468720218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468763468
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1301468767546
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468774765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468775187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468784781
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468785000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468794984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468796156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468798906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468803609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468817437
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468817609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468821484
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468828390
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468829609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468843609
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468843984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468848500
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1301468851968
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468856093
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301468858109
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301468866531
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468870343
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301468870609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1301468876953
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301468880765
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1301468888906
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301468889046
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1301468893359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1301468893843
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1301468894203
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1301468894921
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1301468907593
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301468909515
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1301468969687
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301468972906
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468986781
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301468986953
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469135078
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469255281
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301469262796
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469267640
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301469270250
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469271968
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469279359
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469279375
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469280750
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469280750
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301469282062
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469289281
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469291343
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1301469291375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469293015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469298843
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469302265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469335859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469339015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469386375
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1301469388250
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469391656
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469391859
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469393421
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469393437
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301469394234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469396765
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301469398187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1301469398218
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301469400468
