what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1301470262328
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301470266484
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301470266546
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301470268906
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1301470276906
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470279484
started,bundle,org.eclipse.jst.server.ui,1.1.101.v20100823b,"org.eclipse.jst.server.ui",1301470377031
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.202.v20100818b,"org.eclipse.jst.server.tomcat.core",1301470381859
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1301470381968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470389562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470408531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470412562
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470413171
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470878078
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470878640
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470927859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301470941093
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471010828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471020000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471383125
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471388968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471436968
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301471445875
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301471445968
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1301471445968
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471448296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471575890
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471600000
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471666968
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1301471667000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.import",1301471667000
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471678015
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471678734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471718312
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471719437
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471719968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471725359
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471753265
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301471839468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301472023562
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301472028156
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301472035984
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301472046468
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1301472049031
opened,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1301472049578
activated,view,org.eclipse.wst.server.ui,1.1.205.v20100908,"org.eclipse.wst.server.ui.ServersView",1301472049593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301472057156
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1301472302687
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1301472305125
